model,tahun,harga,transmisi,odometer,jenis,pajak,konsumsiBBM,mesin
 Verza,2017.39,10775.18,Automatic,95193.41,Sport,106.75,55.95,145.31
 BeAT Street,2013.61,32921.87,Manual,36898.04,Sport,204.67,88.76,100.29
 PCX,2013.4,14550.07,Manual,101114.63,Trail,289.93,40.73,63.9
 Supra X 125,2012.86,8821.55,Automatic,90686.17,Bebek,108.9,113.59,148.21
 BeAT Street,2012.04,21369.17,Manual,36345.2,Trail,18.67,108.37,22.98
 CB150R,2013.05,33243.81,Automatic,51578.78,Trail,269.28,91.25,71.41
 Verza,2013.84,3918.5,Automatic,23270.1,Bebek,11.38,72.47,97.06
 Revo,2016.39,11228.26,Automatic,14457.32,Skuter,285.83,118.5,8.34
 Supra GTR,2011.5,33077.63,Automatic,86430.46,Skuter,199.37,108.58,107.55
 Vario 125,2012.68,9136.71,Automatic,32866.18,Bebek,282.51,76.43,14.98
 CB150R,2017.47,7332.08,Kopling,97878.36,Trail,59.9,96.08,21.04
 Verza,2012.18,21588.27,Automatic,118533.33,Sport,12.21,82.99,23.95
 Supra GTR,2013.74,30687.67,Kopling,10406.01,Trail,146.46,85.03,139.33
 Supra GTR,2017.92,18684.35,Automatic,57047.84,Skuter,135.19,60.1,102.49
 Genio,2012.24,34828.41,Manual,95760.88,Bebek,99.45,72.82,98.31
 Verza,2011.66,24988.48,Kopling,94218.17,Bebek,287.3,35.58,83.32
 Supra X 125,2014.88,6110.06,Manual,90811.51,Bebek,246.78,62.66,43.92
 Sonic 150,2013.42,34774.37,Automatic,42453.4,Skuter,198.47,95.5,93.13
 PCX,2015.51,16524.89,Automatic,54790.92,Trail,48.86,120.46,61.52
 PCX,2017.43,12765.67,Manual,71394.38,Bebek,220.3,121.42,21.81
 Revo,2012.1,21204.27,Automatic,115983.88,Sport,218.1,81.91,103.44
 Revo,2015.65,13293.09,Manual,39929.88,Bebek,127.52,86.84,19.44
 PCX,2015.04,6496.39,Automatic,110007.19,Trail,277.44,46.01,28.6
 BeAT Street,2012.15,3843.56,Automatic,33083.27,Skuter,50.09,95.44,122.65
 Supra X 125,2015.99,17825.55,Kopling,117764.51,Sport,80.2,34.85,99.02
 BeAT Street,2013.19,29908.3,Manual,80253.56,Sport,18.97,55.61,94.65
 CRF 150,2014.9,21654.66,Automatic,55927.3,Bebek,238.64,92.83,62.73
 BeAT Street,2011.66,34973.27,Manual,73561.9,Trail,186.53,58.1,59.44
 Vario 125,2014.68,12748.33,Kopling,33456.74,Bebek,94.48,32.84,103.54
 BeAT ,2013.45,12548.92,Manual,33650.02,Sport,49.14,108.69,111.0
 Sonic 150,2017.58,8783.02,Kopling,14751.71,Bebek,12.04,58.1,76.53
 Vario 125,2011.46,8917.62,Manual,14810.04,Trail,50.02,34.12,145.39
 Genio,2014.35,12696.54,Manual,42297.71,Skuter,135.99,35.25,143.35
 BeAT ,2014.67,28534.82,Kopling,91147.81,Sport,74.15,52.42,61.86
 BeAT ,2016.8,32057.71,Automatic,72924.28,Trail,77.69,45.27,123.09
 Verza,2015.59,34220.74,Automatic,13461.0,Bebek,262.67,103.11,81.49
 Supra X 125,2016.34,11046.2,Automatic,101664.3,Sport,154.54,59.2,76.76
 Supra X 125,2017.22,31294.6,Manual,72147.31,Bebek,218.78,106.06,8.24
 BeAT ,2017.9,14040.23,Manual,114444.31,Bebek,10.71,44.86,86.1
 CRF 150,2013.51,7319.51,Automatic,80244.35,Skuter,109.55,75.81,135.09
 BeAT Street,2015.3,30942.91,Manual,22001.9,Bebek,143.75,94.74,117.02
 Verza,2017.72,23644.86,Manual,57135.88,Bebek,55.93,91.24,117.95
 Sonic 150,2018.92,8938.44,Automatic,77692.58,Trail,36.06,86.31,23.99
 BeAT ,2018.12,17209.31,Kopling,4716.6,Bebek,261.09,117.71,53.77
 CB150R,2013.97,12761.15,Manual,3145.33,Skuter,281.83,50.17,34.98
 Revo,2012.56,26786.25,Manual,16616.43,Bebek,23.64,75.89,47.39
 Revo,2014.92,17945.13,Manual,31001.59,Bebek,104.71,113.75,86.93
 Vario 125,2016.93,34663.55,Manual,51931.32,Bebek,287.49,35.56,54.72
 Genio,2014.94,5506.99,Kopling,58742.76,Sport,24.95,33.42,84.1
 BeAT,2014.87,14875.12,Automatic,17631.19,Skuter,193.09,50.63,65.78
 BeAT,2017.71,18833.8,Manual,80621.58,Sport,291.67,89.4,42.99
 Revo,2013.89,19496.26,Automatic,71532.01,Skuter,293.47,53.21,14.31
 Supra GTR,2017.88,13655.88,Manual,36037.35,Skuter,141.37,46.45,133.78
 Vario 125,2014.25,26550.57,Kopling,2998.21,Trail,48.82,72.5,1.71
 BeAT,2013.63,31090.23,Automatic,10526.98,Sport,60.63,87.52,0.25
 Revo,2014.63,33086.1,Kopling,47477.42,Skuter,266.88,52.11,124.02
 Genio,2017.1,28917.11,Manual,19507.47,Skuter,273.5,57.17,149.52
 BeAT,2012.01,30336.25,Kopling,45727.22,Trail,182.36,87.52,109.07
 BeAT Street,2012.57,20975.46,Kopling,75302.34,Sport,229.85,119.74,2.29
 BeAT Street,2018.61,29565.89,Manual,65778.41,Bebek,221.98,93.45,34.0
 Supra X 125,2012.4,13268.02,Manual,28590.92,Trail,198.55,103.94,145.77
 CRF 150,2015.54,16231.14,Automatic,41844.81,Skuter,248.18,63.58,121.29
 Supra X 125,2015.63,13686.37,Manual,73637.3,Sport,205.62,54.41,85.02
 Sonic 150,2014.92,18381.02,Automatic,102678.34,Skuter,160.2,72.06,35.53
 BeAT ,2016.16,12708.8,Kopling,90013.34,Trail,71.09,106.29,2.16
 CB150R,2012.84,33800.32,Kopling,66503.49,Trail,223.17,72.26,3.13
 Supra X 125,2015.42,13559.44,Automatic,44018.03,Sport,142.03,110.13,91.8
 BeAT,2013.98,6857.89,Manual,44342.57,Trail,88.44,123.91,3.27
 Verza,2016.29,20235.17,Manual,104862.36,Trail,240.58,34.99,149.04
 Revo,2012.13,5580.43,Kopling,6008.36,Bebek,209.01,32.4,27.51
 Verza,2015.57,7247.84,Automatic,117636.05,Skuter,281.2,42.51,106.61
 Genio,2012.48,10643.73,Kopling,79560.75,Bebek,49.63,65.28,23.26
 Supra X 125,2013.23,18286.26,Kopling,81532.98,Bebek,194.76,40.71,81.01
 CB150R,2012.75,17316.0,Manual,5861.79,Sport,73.27,112.45,12.09
 Genio,2012.46,28748.59,Automatic,72636.97,Trail,271.07,30.25,115.02
 Supra GTR,2017.61,26869.87,Kopling,58429.5,Skuter,29.85,58.63,87.74
 Supra GTR,2013.29,17099.7,Manual,13836.84,Skuter,196.85,45.92,12.93
 Verza,2018.42,14210.24,Kopling,34091.03,Skuter,237.33,118.36,127.29
 BeAT ,2018.76,13672.51,Kopling,106144.51,Trail,106.48,92.94,82.05
 Vario 125,2015.57,27946.87,Manual,66102.09,Skuter,286.24,116.47,138.24
 BeAT ,2012.14,5423.61,Manual,50033.18,Skuter,255.22,122.32,137.49
 BeAT,2014.0,4199.02,Automatic,9942.71,Trail,88.39,76.22,138.08
 BeAT Street,2017.38,28619.19,Kopling,85413.82,Sport,2.26,50.73,11.67
 Sonic 150,2013.94,18685.49,Automatic,84087.73,Skuter,89.0,46.79,18.14
 BeAT ,2011.7,7882.36,Manual,73638.76,Trail,84.39,49.62,148.16
 CRF 150,2015.45,11148.42,Manual,61427.99,Bebek,266.99,96.73,73.14
 Sonic 150,2017.76,32892.19,Kopling,52429.64,Trail,290.14,31.92,35.73
 Sonic 150,2017.37,30614.63,Automatic,71194.68,Bebek,21.13,32.98,115.45
 CB150R,2012.4,25943.58,Automatic,28852.08,Trail,141.39,86.99,39.64
 Supra X 125,2016.38,18843.94,Kopling,112138.6,Skuter,164.5,90.28,109.08
 CB150R,2012.76,20032.58,Kopling,70667.98,Sport,27.87,92.53,125.59
 Sonic 150,2012.75,34225.65,Automatic,38005.59,Sport,113.25,64.07,117.64
 Genio,2017.99,33930.07,Manual,54299.88,Skuter,95.12,106.18,41.11
 Supra GTR,2013.0,10515.18,Manual,96187.07,Bebek,160.82,79.76,60.24
 Sonic 150,2013.11,29104.65,Kopling,20406.58,Trail,198.36,38.23,61.99
 CB150R,2011.01,9952.77,Automatic,35845.75,Skuter,211.05,105.32,73.69
 Genio,2017.97,10461.16,Automatic,81341.23,Trail,41.03,120.45,25.11
 CB150R,2017.34,24892.43,Automatic,38511.14,Skuter,243.88,33.82,67.87
 BeAT ,2016.02,16434.63,Manual,94635.96,Skuter,203.56,65.96,76.62
 Revo,2017.0,32862.25,Manual,16740.03,Trail,266.72,75.29,79.76
 Verza,2012.22,6576.01,Automatic,91127.89,Sport,134.8,42.21,122.99
 Vario 125,2014.67,19758.09,Automatic,9433.19,Sport,268.17,112.17,77.6
 BeAT Street,2013.81,32455.95,Kopling,2872.63,Bebek,259.73,55.56,34.62
 CB150R,2011.75,32006.44,Kopling,107075.08,Trail,131.52,103.95,99.47
 CRF 150,2014.89,8682.55,Automatic,69790.79,Bebek,114.34,93.09,119.6
 Vario 125,2018.37,15237.73,Automatic,42786.6,Skuter,279.84,86.01,47.91
 PCX,2011.32,23114.97,Manual,28757.85,Bebek,214.55,46.64,96.8
 CB150R,2013.33,8771.96,Automatic,73973.16,Skuter,278.47,49.41,22.04
 Revo,2012.66,34000.32,Kopling,61279.69,Trail,239.09,32.59,51.29
 Vario 125,2012.91,32338.26,Manual,118061.4,Trail,182.79,51.35,136.38
 BeAT Street,2018.27,9007.68,Kopling,117075.21,Trail,34.76,61.51,136.7
 Sonic 150,2014.74,7578.93,Kopling,76107.36,Trail,87.44,108.82,86.3
 CB150R,2014.73,6463.66,Manual,53498.7,Bebek,290.65,63.54,105.35
 Supra X 125,2017.08,32172.73,Kopling,59178.16,Skuter,95.83,101.2,128.1
 Verza,2012.24,9839.87,Automatic,81690.8,Sport,27.98,70.63,143.78
 Revo,2014.9,16786.67,Kopling,13342.16,Trail,212.27,104.13,73.48
 BeAT,2014.44,17802.71,Manual,40024.58,Trail,220.2,122.7,84.24
 BeAT,2015.78,22487.55,Manual,10247.46,Skuter,85.64,51.26,62.35
 CRF 150,2019.0,6037.07,Manual,10022.55,Sport,89.3,111.65,10.8
 Vario 125,2017.16,10873.64,Kopling,24433.25,Trail,140.67,88.32,63.42
 Revo,2014.18,32860.57,Automatic,58485.41,Sport,6.54,107.28,118.59
 Genio,2017.62,32140.49,Manual,93726.76,Trail,236.8,91.2,120.73
 BeAT Street,2012.37,28174.49,Automatic,58513.96,Bebek,95.13,69.12,133.86
 Verza,2011.24,4404.3,Manual,40862.84,Bebek,256.13,50.12,7.72
 Sonic 150,2012.64,14001.28,Automatic,11080.57,Sport,240.79,34.79,79.07
 CB150R,2013.72,23390.68,Automatic,66138.22,Skuter,198.42,79.95,16.11
 CB150R,2015.08,12384.66,Automatic,33308.19,Skuter,97.46,124.06,30.11
 BeAT,2015.92,32177.2,Manual,73743.54,Bebek,154.89,99.59,135.03
 CB150R,2018.28,23575.72,Kopling,116365.93,Skuter,133.45,59.75,74.52
 Verza,2015.08,6042.42,Kopling,14488.13,Skuter,101.66,108.24,113.78
 Supra X 125,2015.01,32159.07,Kopling,26349.46,Skuter,254.44,102.59,9.66
 PCX,2011.4,33680.36,Automatic,57054.83,Sport,145.05,55.32,62.52
 CRF 150,2011.28,6223.55,Manual,115357.13,Sport,249.82,29.39,101.14
 Supra GTR,2015.41,20408.11,Automatic,92201.37,Skuter,31.57,39.46,20.01
 BeAT ,2014.51,13263.66,Manual,107075.75,Bebek,42.31,113.1,48.87
 CRF 150,2017.71,16055.19,Automatic,40655.56,Skuter,293.2,109.15,9.68
 Vario 125,2012.29,9403.94,Manual,118113.25,Trail,176.33,56.64,97.7
 Supra X 125,2011.2,21834.27,Manual,13490.21,Bebek,152.93,55.66,145.63
 CRF 150,2014.59,33687.0,Manual,7623.74,Sport,156.95,104.91,124.06
 Sonic 150,2012.9,19494.36,Automatic,102060.35,Trail,64.58,118.96,146.19
 BeAT,2011.4,6385.85,Kopling,110492.06,Skuter,215.61,103.58,126.84
 Vario 125,2016.8,23142.42,Automatic,12049.18,Skuter,25.43,86.74,128.28
 CB150R,2011.89,14413.62,Automatic,14736.76,Bebek,172.0,51.54,86.58
 Revo,2015.87,30503.01,Manual,5294.24,Bebek,171.23,79.0,77.74
 Sonic 150,2013.25,17360.52,Manual,13687.26,Skuter,274.26,50.65,60.94
 Vario 125,2012.39,9815.4,Kopling,26031.13,Skuter,157.85,106.38,122.71
 BeAT Street,2014.04,9761.3,Kopling,115529.24,Bebek,41.12,65.54,27.31
 CB150R,2017.41,27783.67,Manual,79970.77,Trail,171.83,108.87,8.43
 CRF 150,2014.14,12085.07,Kopling,92994.77,Sport,27.4,65.02,142.18
 CRF 150,2017.01,27735.91,Kopling,92710.79,Bebek,61.14,107.94,0.57
 Vario 125,2012.0,10222.48,Manual,64347.24,Trail,9.33,60.33,146.52
 Revo,2017.18,13835.29,Automatic,95222.76,Skuter,153.99,70.69,109.33
 BeAT Street,2012.9,18321.73,Kopling,71493.12,Sport,25.36,87.7,49.27
 CB150R,2016.42,33225.77,Manual,38400.18,Trail,140.82,34.82,104.67
 PCX,2015.53,32868.09,Kopling,67410.65,Sport,279.88,119.98,122.68
 CRF 150,2018.43,10253.2,Kopling,64163.09,Sport,215.93,83.64,36.8
 Supra X 125,2014.1,14975.08,Manual,98277.66,Sport,23.22,77.26,115.63
 CRF 150,2011.53,8460.11,Kopling,116900.04,Trail,67.26,109.42,120.66
 Genio,2011.15,19710.02,Kopling,49753.86,Trail,202.1,111.98,37.4
 BeAT,2017.61,18168.71,Kopling,91210.78,Skuter,268.41,78.66,6.29
 BeAT ,2015.2,31901.82,Automatic,13129.02,Sport,9.88,117.94,30.62
 Verza,2017.2,32814.24,Automatic,92792.2,Bebek,243.74,34.28,30.1
 BeAT,2012.88,15765.92,Kopling,45091.54,Bebek,168.54,38.98,9.79
 BeAT ,2013.76,19140.73,Manual,6025.61,Bebek,163.83,85.89,108.9
 Sonic 150,2011.24,31760.67,Kopling,44130.18,Trail,287.34,62.34,57.0
 BeAT ,2018.69,28967.48,Kopling,73238.62,Skuter,224.29,73.03,132.66
 CB150R,2016.34,3913.07,Automatic,15421.86,Trail,255.04,59.82,37.83
 PCX,2018.47,13784.54,Automatic,110111.97,Sport,106.2,67.26,67.98
 Genio,2013.12,16957.93,Automatic,10529.86,Bebek,166.31,107.8,95.85
 Supra X 125,2015.89,10965.92,Kopling,110814.66,Trail,184.62,85.57,131.62
 Supra X 125,2016.43,10025.43,Kopling,84592.09,Bebek,96.48,124.74,78.69
 Revo,2013.54,4977.84,Manual,40184.6,Trail,171.07,104.33,56.03
 CRF 150,2017.78,23871.49,Kopling,47366.3,Bebek,71.0,54.55,130.05
 Verza,2018.58,11989.06,Kopling,88553.89,Sport,43.01,53.64,46.54
 Vario 125,2018.08,5432.18,Automatic,72159.49,Bebek,112.19,60.58,11.91
 PCX,2016.91,11005.32,Automatic,80415.83,Sport,221.79,109.8,66.76
 Vario 125,2013.22,28817.91,Automatic,47179.72,Sport,274.86,30.65,117.76
 Genio,2013.25,30364.61,Automatic,58786.65,Trail,137.31,50.33,4.62
 BeAT ,2018.71,18870.18,Automatic,117857.82,Trail,192.85,115.78,87.88
 Supra X 125,2011.08,16779.99,Manual,26560.95,Trail,30.91,90.07,89.17
 Genio,2016.73,34307.06,Manual,50555.54,Sport,271.34,50.0,139.28
 BeAT ,2016.65,10056.42,Manual,35726.62,Skuter,170.58,49.26,42.97
 Supra X 125,2015.98,10517.99,Automatic,91413.26,Skuter,234.1,111.67,41.83
 BeAT ,2018.92,12904.96,Automatic,91283.96,Sport,238.33,114.69,66.07
 Verza,2013.5,9188.86,Automatic,35799.84,Sport,76.94,52.84,53.54
 PCX,2013.72,15634.83,Manual,10967.3,Trail,158.75,68.79,110.45
 BeAT,2011.63,32216.12,Automatic,2736.16,Trail,288.14,108.96,96.26
 BeAT Street,2014.54,22997.24,Manual,51684.4,Trail,26.89,102.79,113.84
 Sonic 150,2013.09,16651.32,Automatic,49670.91,Skuter,204.91,106.95,123.01
 Genio,2013.75,32951.68,Kopling,117683.96,Skuter,288.68,78.28,138.45
 CRF 150,2017.68,5311.04,Manual,56667.44,Sport,90.17,116.42,64.64
 Genio,2018.48,10359.41,Kopling,31560.93,Skuter,258.43,59.62,147.7
 BeAT Street,2012.49,21454.16,Manual,106252.16,Trail,280.1,43.2,32.35
 BeAT,2013.98,23003.63,Automatic,59169.56,Trail,224.13,96.75,107.15
 Supra GTR,2018.43,5033.15,Automatic,71889.41,Trail,69.4,80.32,80.1
 CB150R,2011.49,16373.41,Kopling,12647.28,Trail,100.2,110.89,122.54
 Verza,2011.74,24051.95,Automatic,46444.56,Trail,10.74,35.87,71.52
 Verza,2012.3,25578.1,Manual,112487.41,Bebek,249.44,109.84,117.59
 BeAT Street,2015.76,23708.33,Automatic,70751.61,Sport,254.88,56.45,139.53
 CRF 150,2012.2,13800.25,Automatic,41924.74,Sport,189.81,91.52,109.84
 Vario 125,2018.74,6716.73,Manual,75006.37,Skuter,105.76,31.89,116.41
 BeAT ,2014.57,17124.48,Kopling,108509.06,Trail,23.04,87.13,10.08
 CB150R,2015.01,7816.01,Kopling,33628.46,Bebek,225.92,97.58,30.74
 PCX,2012.97,33363.91,Automatic,60822.53,Trail,217.96,63.77,146.15
 PCX,2014.77,18623.86,Manual,114189.58,Trail,273.78,48.89,103.98
 BeAT Street,2016.3,13697.17,Kopling,21674.96,Skuter,219.16,80.15,84.22
 Verza,2017.01,27706.92,Kopling,86065.94,Bebek,248.61,108.82,55.05
 PCX,2017.03,19334.5,Automatic,73690.22,Bebek,223.79,59.38,6.66
 CRF 150,2015.62,13471.75,Manual,81360.9,Sport,189.21,52.49,55.37
 Supra GTR,2018.23,29131.58,Kopling,42715.15,Trail,128.09,55.06,74.84
 Genio,2017.54,30853.28,Automatic,38321.73,Bebek,270.64,120.07,31.72
 Revo,2017.06,24796.18,Automatic,81894.43,Sport,195.29,62.85,25.97
 CRF 150,2011.44,5264.24,Automatic,26751.61,Bebek,119.51,28.35,76.26
 Sonic 150,2011.06,21467.71,Automatic,50767.16,Trail,25.04,103.82,87.89
 BeAT Street,2012.7,27613.04,Kopling,23531.44,Sport,87.21,95.83,35.99
 Vario 125,2016.31,8057.76,Manual,2368.14,Bebek,163.12,40.47,88.11
 BeAT ,2014.29,10933.3,Automatic,115526.98,Skuter,82.69,123.54,135.05
 Sonic 150,2014.22,31331.96,Automatic,52184.74,Bebek,66.37,86.98,70.98
 BeAT ,2018.08,4426.78,Kopling,115443.71,Trail,158.22,76.58,128.61
 Supra X 125,2018.16,27283.33,Automatic,17901.33,Skuter,50.95,65.08,139.09
 Sonic 150,2018.27,18580.25,Automatic,70499.99,Bebek,240.12,115.17,13.86
 Revo,2013.51,17737.84,Manual,25037.4,Bebek,145.31,51.66,14.37
 Verza,2016.53,4020.4,Automatic,94350.33,Sport,172.16,55.72,71.41
 Supra GTR,2013.17,29363.41,Kopling,93600.71,Trail,44.21,39.87,88.22
 Genio,2012.52,15025.18,Manual,14640.24,Bebek,97.37,101.63,63.88
 Genio,2012.48,20670.35,Kopling,108703.59,Bebek,123.03,85.77,48.97
 Supra GTR,2013.74,24930.1,Manual,24290.93,Bebek,242.46,87.08,96.15
 CB150R,2014.44,25720.34,Manual,73513.3,Trail,231.05,49.19,0.31
 Supra X 125,2017.65,33624.62,Automatic,117359.67,Skuter,66.89,91.16,145.21
 BeAT ,2011.96,20376.28,Automatic,105212.89,Trail,184.85,102.25,34.81
 Revo,2016.88,16269.85,Automatic,113939.36,Sport,73.04,62.72,137.56
 PCX,2015.25,33553.6,Kopling,41700.83,Sport,296.47,105.73,16.35
 Sonic 150,2013.3,23832.2,Automatic,13812.92,Trail,285.64,61.83,35.71
 Supra X 125,2014.94,13100.99,Automatic,23551.7,Bebek,168.98,101.54,35.23
 CRF 150,2013.4,7744.56,Manual,60278.73,Bebek,209.67,31.27,149.42
 BeAT Street,2015.77,30085.86,Automatic,94721.61,Skuter,240.43,81.46,0.69
 Sonic 150,2014.47,15098.7,Automatic,19057.93,Trail,216.3,122.04,95.95
 Revo,2012.32,24404.99,Automatic,79014.35,Trail,209.95,123.18,130.45
 Vario 125,2011.93,18488.0,Automatic,39462.82,Bebek,287.57,55.33,100.84
 Vario 125,2015.37,10005.41,Manual,41536.49,Sport,178.94,70.82,54.41
 Supra X 125,2018.22,22571.02,Automatic,79271.58,Sport,190.89,34.11,143.75
 Verza,2013.75,5692.25,Manual,56337.68,Skuter,254.78,112.71,134.03
 Revo,2016.86,16694.87,Kopling,96934.03,Skuter,200.97,83.15,65.09
 Revo,2016.27,20852.84,Automatic,19736.22,Sport,219.88,65.35,86.0
 Supra GTR,2018.45,17403.23,Automatic,94335.52,Trail,70.25,38.94,145.13
 CRF 150,2017.57,27156.82,Automatic,8948.86,Skuter,111.38,119.84,147.38
 Verza,2015.53,29629.43,Manual,24223.19,Bebek,44.19,79.43,67.47
 CRF 150,2016.26,27861.01,Automatic,78592.92,Trail,151.73,55.44,127.1
 BeAT ,2018.19,5009.93,Automatic,101980.7,Bebek,136.72,61.97,45.3
 BeAT ,2014.2,9855.62,Kopling,31121.03,Skuter,299.15,54.26,55.77
 PCX,2013.61,20540.62,Manual,39888.04,Sport,183.36,86.38,24.72
 Genio,2011.09,32964.51,Manual,64588.09,Skuter,235.93,118.21,31.38
 Vario 125,2017.61,29848.82,Kopling,26284.44,Sport,100.2,111.1,98.53
 BeAT Street,2017.41,30085.23,Manual,96830.83,Trail,249.46,72.66,76.62
 BeAT ,2011.84,13258.79,Automatic,92416.31,Skuter,184.53,108.17,34.67
 Verza,2015.61,17197.34,Automatic,18485.88,Skuter,209.1,69.04,60.44
 Revo,2014.71,18484.55,Kopling,55964.74,Skuter,88.33,52.47,55.98
 BeAT Street,2011.95,8708.84,Manual,92556.46,Trail,164.59,123.39,148.1
 BeAT,2018.84,4768.29,Manual,41080.86,Bebek,190.21,57.48,128.03
 CRF 150,2012.72,33341.42,Manual,75881.72,Bebek,176.73,59.4,58.19
 BeAT ,2011.54,11308.99,Kopling,7299.03,Sport,274.56,124.0,137.09
 Revo,2015.76,11285.17,Automatic,73008.71,Skuter,269.48,40.99,51.4
 BeAT ,2016.91,6400.34,Kopling,19352.0,Bebek,291.3,101.77,100.19
 Vario 125,2011.26,32767.51,Automatic,99116.6,Trail,200.23,118.77,145.0
 BeAT,2016.27,21886.22,Kopling,43212.83,Skuter,291.57,77.64,58.54
 Sonic 150,2015.26,24609.88,Automatic,34518.35,Sport,249.74,28.24,101.98
 BeAT ,2011.83,32239.29,Manual,100329.16,Bebek,81.25,64.38,44.39
 Verza,2012.38,14582.0,Manual,7290.9,Trail,128.23,38.82,39.95
 BeAT ,2015.54,23189.41,Manual,48055.59,Trail,71.52,68.37,86.12
 Genio,2013.37,5009.5,Kopling,44925.25,Sport,1.26,104.63,146.89
 BeAT Street,2018.51,9626.12,Kopling,34900.33,Bebek,56.41,70.56,67.97
 BeAT Street,2017.55,29733.04,Kopling,108667.1,Skuter,1.22,69.9,140.65
 Vario 125,2018.87,27721.41,Manual,89744.48,Trail,215.95,82.01,137.15
 Verza,2013.08,14738.7,Automatic,8912.14,Sport,127.66,84.42,38.06
 BeAT,2018.76,15555.11,Manual,85480.41,Trail,93.77,111.06,60.27
 Supra GTR,2014.45,20445.36,Manual,63432.49,Trail,228.52,57.91,96.5
 Verza,2013.78,3806.52,Automatic,107386.22,Bebek,249.75,107.7,77.71
 BeAT Street,2011.4,11325.58,Automatic,38211.87,Bebek,292.59,82.9,14.39
 Genio,2011.42,10295.62,Automatic,68946.33,Skuter,192.6,57.15,149.05
 Sonic 150,2016.54,11613.82,Automatic,60309.36,Trail,138.46,56.63,112.9
 Vario 125,2014.66,28942.46,Manual,58992.25,Sport,91.58,63.03,65.65
 Supra GTR,2012.81,12524.54,Kopling,55055.91,Trail,66.7,88.4,92.73
 Genio,2015.91,9774.27,Manual,25585.16,Sport,63.88,50.39,13.14
 BeAT,2013.02,19531.52,Automatic,90307.07,Trail,122.76,117.27,74.3
 CRF 150,2015.62,30806.26,Kopling,54494.75,Sport,297.54,83.77,139.62
 BeAT,2013.87,11328.87,Kopling,114169.07,Trail,0.26,117.24,134.49
 Genio,2017.59,6249.25,Manual,32077.46,Trail,59.16,32.5,50.61
 CRF 150,2017.57,14918.47,Manual,81721.96,Skuter,56.52,61.23,79.71
 Supra X 125,2014.82,27124.99,Manual,112074.83,Bebek,215.14,30.21,104.61
 Vario 125,2013.81,20979.99,Kopling,79452.84,Bebek,105.75,54.41,51.0
 Verza,2013.9,29282.14,Kopling,103904.1,Sport,137.18,111.61,9.73
 CRF 150,2017.45,33737.32,Kopling,98751.58,Trail,44.59,31.55,75.82
 CRF 150,2013.63,28529.28,Automatic,43762.09,Trail,121.5,70.31,90.25
 Revo,2012.67,22637.05,Automatic,72000.98,Bebek,30.96,39.4,0.88
 Sonic 150,2011.68,19190.76,Manual,19776.55,Sport,159.91,68.43,14.34
 Revo,2014.73,5049.12,Kopling,64400.44,Skuter,29.38,109.37,31.09
 Verza,2014.86,34508.86,Manual,28502.22,Skuter,237.15,88.44,52.21
 Verza,2017.73,15763.23,Kopling,88898.33,Skuter,169.98,99.47,81.16
 Vario 125,2012.77,8548.37,Manual,63521.83,Trail,217.19,61.86,44.08
 Verza,2014.05,24599.65,Automatic,49775.6,Sport,125.55,119.61,41.43
 BeAT Street,2017.47,12668.51,Kopling,33017.4,Bebek,114.45,96.8,130.4
 CRF 150,2017.59,22074.7,Automatic,118896.86,Trail,29.46,68.91,21.76
 CRF 150,2014.08,22105.57,Kopling,9828.39,Trail,157.16,69.37,74.32
 Supra X 125,2014.67,17705.32,Manual,6516.31,Skuter,154.35,117.11,142.92
 Supra GTR,2013.43,29885.06,Kopling,26953.29,Sport,140.43,83.91,93.75
 Verza,2018.46,12065.71,Automatic,115646.41,Sport,222.16,96.52,107.58
 Revo,2011.95,17795.89,Kopling,116607.18,Skuter,249.75,68.45,64.69
 Verza,2018.47,20574.46,Manual,78449.14,Skuter,225.24,49.7,2.99
 BeAT,2016.47,24503.43,Kopling,104943.47,Skuter,43.16,98.19,96.92
 Supra X 125,2015.25,28258.14,Automatic,26565.52,Trail,186.62,86.96,94.79
 BeAT Street,2011.26,16116.59,Manual,115760.5,Trail,24.1,76.63,16.56
 BeAT Street,2014.8,23955.02,Automatic,18190.92,Trail,208.39,88.53,69.32
 BeAT ,2014.26,8497.91,Kopling,13289.29,Bebek,114.55,48.2,137.3
 CRF 150,2012.29,32896.69,Automatic,14593.7,Bebek,39.75,105.01,30.76
 BeAT Street,2016.25,15750.05,Kopling,68824.66,Sport,258.62,119.97,69.16
 CRF 150,2018.77,26559.34,Manual,93279.67,Skuter,184.2,114.44,69.17
 BeAT ,2015.5,4433.62,Automatic,44532.69,Skuter,106.42,59.18,121.61
 Genio,2016.72,10200.63,Automatic,116449.26,Trail,9.22,67.38,123.69
 Sonic 150,2011.55,18995.49,Kopling,52504.44,Bebek,161.19,106.42,113.89
 PCX,2014.34,31199.6,Automatic,19092.63,Skuter,276.97,85.73,54.82
 BeAT Street,2011.93,20248.83,Automatic,56216.18,Sport,178.91,81.15,10.81
 Supra GTR,2015.9,32810.03,Manual,81285.83,Skuter,291.5,117.88,52.42
 BeAT,2018.51,18892.98,Kopling,99309.85,Trail,40.94,79.99,101.97
 CB150R,2016.29,19100.52,Kopling,55369.22,Trail,170.49,77.95,105.41
 Genio,2011.61,7534.98,Manual,71234.19,Bebek,239.44,32.08,144.75
 BeAT Street,2013.84,28841.07,Manual,32846.51,Sport,157.66,34.73,68.05
