model,tahun,harga,transmisi,odometer,jenis,pajak,konsumsiBBM,mesin
 Genio,2015.86647480792,17711.609522894763,Kopling,88140.93073911553,Skuter,-7.539778702071715,47.35585428675118,59.460857951022106
 Sonic 150,2013.980196265692,18595.012759328984,Manual,30238.61296007873,Trail,252.8364033848618,84.18611635889869,57.84632182909942
 Supra GTR,2015.995047380639,23489.38923050932,Manual,29374.024953825658,Sport,118.8939784733892,132.1657734572173,172.40257548359222
 Verza,2014.3572914678423,38057.25239253519,Manual,92847.5008264522,Sport,134.85672890796442,131.84408907049408,133.60373287468897
 CB150R,2016.23750914414,27108.005401905324,Kopling,73363.8211958385,Trail,94.43326603807486,89.45735708093169,74.4398182133808
 Supra X 125,2010.5789514337,18328.3137580414,Kopling,86203.96304101504,Sport,168.84752854037745,107.85015319070045,105.91868142352152
 Vario 125,2013.9615300732748,19153.255324880804,Kopling,30038.960659529712,Sport,167.72467063532486,46.58915554175647,36.138243033975634
 Sonic 150,2018.9190992188128,14408.188869614158,Automatic,-4011.237614967104,Sport,96.75067015023056,46.16831155842627,50.727357749434056
 Verza,2013.195384259464,10587.961121830356,Automatic,30306.01700547704,Sport,108.52260503360128,21.34213813712155,22.822809538896287
 CRF 150,2013.5707131635463,14157.560460375182,Manual,83787.08069465515,Trail,160.76202221271225,99.35524526432754,88.81637247061498
 Supra X 125,2013.929136431544,12186.072459410236,Manual,132496.09942230998,Trail,-48.73524425131947,70.89247438177915,89.32034557295026
 BeAT ,2012.1658545454216,24995.615313171045,Kopling,45552.31174363947,Skuter,28.517088663023443,78.85727577172328,123.18589452508716
 Supra GTR,2009.8814603062167,9498.878786781266,Kopling,138135.94591406206,Skuter,295.2289787931496,104.38141063060694,67.38526980676639
 CB150R,2014.428968073291,31104.6027083669,Automatic,88648.53408281237,Bebek,180.18022252823715,135.40028131012866,122.44360580832978
 CB150R,2015.271573100284,25882.32501871426,Automatic,12576.301381181482,Sport,107.08558190175,98.45183286290371,104.6304939259664
 CB150R,2014.838448041686,19308.74482731752,Kopling,67574.61234680351,Sport,6.694440253899245,96.01539951968616,182.41178425498737
 CRF 150,2014.626044556352,19127.381539001275,Kopling,89817.39724673145,Bebek,147.25260625679755,120.0598871911129,148.3027575470341
 Supra X 125,2015.058146244999,14116.849680648118,Automatic,-22757.05397084261,Trail,236.529021874457,95.03170960360718,140.76889201286207
 Genio,2017.3110984160207,21551.46748935305,Manual,82304.70032131043,Trail,378.308447526129,162.12193585215255,112.5006652075604
 Vario 125,2014.521266423634,28901.99830776183,Manual,100383.58221940564,Bebek,314.26397654037464,111.25297900135111,38.00963650932973
 BeAT,2013.6391334266496,12806.03152587511,Automatic,73900.16006768291,Skuter,76.0530343999796,42.085527529019146,89.1235086760186
 CRF 150,2014.312758566719,5345.625058672022,Automatic,58137.501120093584,Skuter,109.5807976794674,117.10700943145345,173.29687088388343
 Revo,2016.2913272778333,25443.560798173297,Manual,54331.74135856346,Sport,25.9453859867552,84.078733746476,98.34541676845517
 Vario 125,2018.2059908124816,22039.23567211245,Automatic,52333.27518061755,Skuter,79.93461647228358,42.90744465999009,41.12924663382913
 PCX,2013.514825263955,9058.534713600606,Manual,20004.44667284331,Trail,133.83536327818203,53.15756900746496,90.98267327324557
 Supra GTR,2015.1866663405767,12534.343946053525,Manual,36720.7801035977,Bebek,120.60954359030686,60.111492863438556,33.902531979357555
 CRF 150,2015.737196767616,11404.70155846222,Automatic,45992.75732205449,Bebek,328.19414839733804,101.98605947658105,39.64728571115736
 Verza,2012.676845603903,12613.950865867166,Kopling,64133.86894081939,Bebek,39.329652206010735,70.57937540252203,94.2953231302404
 Vario 125,2015.00612533157,16215.94073234591,Kopling,41194.01125117351,Skuter,148.21451371507737,85.05286407027143,108.36095311308782
 Revo,2011.5890096473024,16729.353630094767,Kopling,30505.73356679783,Bebek,-24.79652042451562,16.895207389160063,42.15652795873768
 PCX,2010.891426258336,13276.55797985496,Kopling,86251.2639578516,Bebek,180.44336395587044,71.07587569087143,52.42071043942553
 Genio,2015.8024743173933,12311.741434546184,Kopling,72933.22372969826,Skuter,37.071109814873125,46.14694536836399,15.094904258533964
 Supra X 125,2014.0764970659525,17068.687458532186,Kopling,41795.82683417051,Trail,246.59529438007056,77.99428624651901,70.94810784111739
 Verza,2015.424301419658,20631.376308710107,Kopling,77576.04343026818,Sport,127.1336651949025,41.21974144394528,-7.28167813006722
 BeAT ,2014.9180304391623,16282.312475922186,Automatic,44741.43988414112,Trail,31.90409691865964,57.525223581971574,63.634207324403086
 Vario 125,2012.7140451787136,29536.17358032921,Automatic,62408.03627250853,Skuter,-28.16028091213508,57.270726762888984,79.94223812363714
 Supra GTR,2014.855120444503,23690.139119958207,Kopling,93618.51653250014,Bebek,68.1927031859356,63.858666542966006,0.910098207768698
 Supra X 125,2012.123786658371,4829.351788603679,Automatic,39588.06042603633,Sport,172.59928312672696,33.83262640780069,33.14237808353815
 Verza,2018.1575780765324,23830.678906289773,Manual,20126.56034614128,Trail,188.21141059104684,84.27097204491466,73.92800789844215
 PCX,2011.8412617549648,24565.870478546745,Kopling,55282.86155185983,Sport,109.35463399960597,58.749112565090655,68.05085658904456
 Verza,2014.5089897387431,15218.037691889616,Manual,13588.176825280609,Trail,231.43777368923384,73.08528182769685,70.04086578315912
 Supra X 125,2012.5625802504865,5688.836669585131,Automatic,50754.7078645861,Trail,54.725880164452505,34.96345710929715,88.9176303055975
 BeAT Street,2016.2708037965929,19197.00554836597,Kopling,50645.57236770545,Skuter,-98.82293278411537,0.15230574989920243,4.5317806866283945
 BeAT,2014.197085279844,19055.249432786102,Manual,-24064.407053306924,Trail,176.2999827997199,54.60377874662957,107.03098685284864
 Sonic 150,2013.766556574072,9045.52822029372,Automatic,78409.59775755953,Bebek,262.66487930507407,98.05441782151745,62.79097477526472
 Genio,2016.921028599341,6084.021498097802,Kopling,53997.61782821342,Skuter,263.45673391634364,88.26167682445124,50.84293092827197
 PCX,2015.026850787547,18337.771946050754,Kopling,100697.58579550276,Sport,40.66237624757778,23.088264291786636,-3.786362553523219
 Supra X 125,2016.147149662562,17030.112395099597,Manual,67625.8829676126,Skuter,105.38971199164256,85.89331943582353,64.99353994974523
 BeAT,2012.702718598871,15375.017630519636,Manual,85424.36266178738,Trail,214.1246271510129,129.77977438196342,98.56397194433032
 BeAT,2011.7289439513847,18374.998798594563,Manual,100976.2381547886,Sport,98.32540874916008,83.2547424477573,82.6117904129417
 BeAT ,2015.205691967364,9215.090741218311,Automatic,55742.04604527715,Bebek,161.11335855520517,70.785841650204,83.87091588040441
 Verza,2014.2260232480576,15217.268097613,Manual,60221.60223998398,Skuter,90.66785988057016,88.79336734964716,61.91614347457832
 Sonic 150,2016.3996011603608,23916.9188809064,Manual,6398.711324874836,Trail,58.69928223192977,39.80455168110777,73.90833587237519
 BeAT,2014.775436737436,15979.725695420038,Manual,102670.23250203434,Sport,75.24422723578458,59.593927655342796,28.82755027348756
 Sonic 150,2015.430728081616,4100.356906575367,Kopling,55263.60038572998,Bebek,234.0031666160791,84.38077902829161,76.31036797036418
 Verza,2011.2263745396413,14876.957462472024,Manual,25830.853658188465,Bebek,153.26137395583032,63.39476178666466,55.36842765639574
 Supra X 125,2019.301447460109,9508.191713080096,Manual,85565.15241234185,Skuter,261.1035895289672,93.3136425570027,28.080969524447028
 Supra GTR,2014.5815203276009,21524.97605167502,Automatic,-14348.452400920876,Sport,196.6895639323081,75.19399133299316,109.0143264832974
 BeAT Street,2016.5632086575176,21989.55653946754,Automatic,45558.8060908319,Trail,289.7835579510138,68.29596474182146,8.695009347447822
 BeAT,2013.0366700736183,4218.951312501122,Manual,91334.72563024829,Sport,222.20342958603013,94.99192014196,99.09169541270856
 CRF 150,2015.6674156759884,25944.926006634618,Automatic,45269.704528463815,Bebek,217.16941434155984,97.86091732753742,101.7985997866133
 BeAT Street,2011.9634186445608,9130.53416304841,Automatic,35680.47120602477,Sport,141.75190827314088,47.104167722425814,53.81233016867991
 Verza,2015.998662298544,33135.1599321951,Automatic,46007.78963911758,Skuter,410.0242939343989,153.01902889637813,120.88571568282714
 BeAT ,2014.140651798652,18686.22035728576,Kopling,-8535.64302313848,Sport,161.74024797155343,32.348092839782666,52.90369445032359
 Genio,2015.026298730119,7924.562978202206,Manual,84735.45285803589,Sport,-17.07874535599737,51.84765666692627,50.19879817986081
 CRF 150,2016.564098662276,8862.756696846582,Manual,56044.269031491305,Skuter,175.05534218592538,51.05955963999516,24.827474547318147
 PCX,2012.1250766067408,22252.464722250585,Manual,50930.0620726175,Sport,67.87942348697905,48.30911908071104,76.1520161725883
 BeAT ,2013.3852587689305,15608.340550611549,Automatic,51055.18042784329,Skuter,239.2573894962916,68.47766197884619,35.235134991247705
 BeAT Street,2016.010748956044,18255.99707873902,Automatic,60731.62426786,Skuter,214.29578470722225,80.9059086100578,42.4267650900845
 Verza,2019.7838257349188,33616.78517433805,Automatic,82612.23372740473,Skuter,135.66369490432135,92.02966865574899,73.70053850430129
 BeAT Street,2014.6416717921472,12841.187906309267,Kopling,58468.01365863945,Bebek,75.97117390629856,64.8734810845837,75.50335283717665
 BeAT,2016.3184357119967,19663.33820722936,Automatic,13650.75212911686,Sport,164.63131570694543,85.21047913557842,130.59696300519747
 BeAT ,2014.7132080724373,31883.08568476638,Kopling,79945.55002037834,Skuter,97.11440499600336,126.37950375782724,116.60651193180078
 Supra X 125,2019.4251750086896,21555.323012559616,Manual,77312.22733971433,Trail,219.60923093642973,128.17692347134567,100.24170181097524
 CRF 150,2010.941618996099,4687.762203088441,Automatic,67283.48443498234,Trail,199.7407118389544,65.14824214186555,70.20506955503699
 Revo,2015.1767496266505,23665.88887298629,Kopling,97047.5475480859,Bebek,403.7462800929667,130.10114855830614,59.11839196903873
 Vario 125,2011.2214043811505,8673.902148455325,Kopling,61289.41758809214,Skuter,113.92543388144958,57.23710214812125,75.37050452724996
 BeAT Street,2009.1955708587595,31765.937001395487,Automatic,98284.1811437892,Skuter,126.07077977833444,86.86828670161096,52.56169593533039
 PCX,2015.643161966089,11730.320300256364,Kopling,108408.4823230752,Bebek,138.81281522360226,78.17808429841811,46.33306009799824
 PCX,2015.279939168072,45808.205938224455,Automatic,80178.15434807981,Sport,142.5664356903598,109.7264250113768,73.12270974549216
 CB150R,2014.3042244570647,32310.19854975276,Kopling,34653.38764687283,Skuter,240.1194950794046,84.08281838384299,38.69179507985434
 BeAT ,2014.714995578537,11966.24517432891,Manual,55773.91994292884,Skuter,128.3920324802032,47.93239599555086,41.33822579841126
 BeAT Street,2022.083403637292,19304.360392370203,Manual,102646.90243345962,Trail,321.1493315347288,157.61753366363354,117.63313199523094
 Vario 125,2014.3655305631223,25896.683555374773,Manual,8996.747787916094,Skuter,201.99162505879275,30.951594302452875,17.105666106312654
 Supra GTR,2016.132157388688,26166.40577657544,Automatic,46836.02015316955,Bebek,110.44342331920004,69.4502381409721,31.742057955456275
 BeAT,2013.4660295403912,23099.30374718808,Manual,48512.55538415674,Trail,88.54154745875809,95.2113706999568,131.3436437187143
 Sonic 150,2015.638035507225,30376.282581531523,Manual,30639.84049239947,Bebek,241.30183079114823,84.68765024692816,59.62981275896061
 Supra X 125,2014.411383936016,18019.53303644098,Manual,90122.14008247491,Bebek,154.52463913042754,137.20244909214097,135.76822353965477
 Vario 125,2014.0152324831524,15829.233700750836,Automatic,73145.44273416502,Skuter,152.8565507620473,60.901588639294104,26.24805175216901
 Sonic 150,2019.1415509405108,16007.636701986768,Kopling,35915.36265636103,Sport,100.77917335525086,61.53180641953749,79.69270790171734
 BeAT ,2017.665995631139,26837.76643994145,Automatic,80972.12460984493,Skuter,146.81291238297862,125.31531273695047,109.751007746219
 Sonic 150,2015.273613180376,22405.995388277173,Automatic,54828.3261787045,Sport,97.30975353581452,61.36123553382566,37.503839375233
 Revo,2009.660876327808,21741.961668496275,Manual,29784.818863112352,Trail,268.803657290114,120.43434694264859,148.6135196782604
 CB150R,2014.129074007178,26270.40645218408,Kopling,35851.70640344125,Bebek,213.54518250607893,78.20242312207033,59.70686670210701
 Vario 125,2021.174516036823,693.9860935737343,Manual,75172.66493347075,Bebek,137.0990331877715,95.34697551683814,98.43736036182776
 BeAT ,2014.428795001887,21910.76304380381,Manual,92385.32595038367,Skuter,135.83903761309577,76.96397933907458,47.31809882936199
 Vario 125,2017.495915112395,21088.55464306685,Automatic,43591.199800481205,Sport,159.98095921517285,119.52528403866786,140.7455153141347
 Revo,2018.2747785263944,34120.24528932535,Automatic,78882.08361740026,Bebek,151.6050371187743,96.37155028017429,89.57847467836652
 BeAT Street,2015.4626634558424,5388.794235237749,Automatic,114381.83801767064,Bebek,70.05290457756594,111.16245521663647,166.8259120962378
 BeAT Street,2013.0234946075832,33117.227166894314,Manual,17167.692617901812,Sport,-10.851369078568297,87.40844449468993,127.2872487540921
 BeAT Street,2009.3594242556048,19802.136709810944,Kopling,72421.7947413704,Bebek,83.70231708685675,72.03990369339127,112.55880906489418
 Genio,2016.53234207802,23518.524931088523,Kopling,88677.1417400643,Bebek,141.06362453595312,73.63718141925601,35.38759999854127
 Sonic 150,2013.0857292782623,34184.14131790801,Manual,56993.480461465246,Bebek,88.83406038818495,77.37141360271873,80.126412704203
 Genio,2015.36421823492,24163.45790705244,Kopling,102627.29881674642,Sport,222.3122780123824,97.31346047564158,62.87925375484707
 CB150R,2012.085342932969,22722.18415778453,Manual,135500.14505483425,Sport,132.4372985976022,81.166958562369,77.64496066489059
 Supra X 125,2014.3492912845431,21301.72060672757,Kopling,72000.3571735147,Trail,312.67965631554586,116.85446433569417,82.8765551915706
 Revo,2015.0367116740608,14780.03692960971,Manual,52255.67823581932,Bebek,103.9495511676846,51.51058336821265,37.73094423936925
 BeAT ,2015.5767818405968,18868.518376695585,Kopling,93684.86609609771,Bebek,164.14195556286077,94.15940870229447,69.773909634828
 Vario 125,2012.3957575009424,12694.99913179425,Automatic,89067.73239894639,Trail,127.31917153076203,73.8511315262404,72.36502750730479
 BeAT,2017.7113535355936,18724.04525111209,Automatic,-25951.68629229762,Sport,189.7770065421808,45.425155035631064,33.014466661163986
 BeAT ,2013.5866790673624,-1865.899031646972,Automatic,60156.15566945635,Sport,243.4344132064911,102.45950043457337,110.982111387868
 Sonic 150,2011.1089053209805,22979.82112460223,Automatic,46745.47350520985,Skuter,204.2208046997576,85.22249636070622,86.09596320428282
 Genio,2014.708489821152,18030.600893582006,Manual,73826.15555809878,Sport,-21.996658260551527,64.51051356673356,111.53483952373892
 Genio,2015.0382206639056,16103.428552964917,Kopling,53622.24452673281,Skuter,194.9272722183081,91.86530574971319,97.49556237298548
 Verza,2015.3284372496107,21099.24061976964,Manual,57334.8092833339,Trail,65.42908611582831,41.80843555958775,2.725704536127651
 Genio,2018.091263524732,6242.6700311703225,Automatic,30708.21221150416,Sport,125.52702086281006,60.43472649959065,40.63290363789716
 Supra X 125,2014.4154879908249,36460.72755136478,Kopling,85387.42421259348,Trail,211.1681286727081,142.39279529858402,147.7040133269352
 Supra GTR,2014.6841249231284,18201.061370802927,Manual,116889.9611302412,Skuter,56.09583021488926,100.11252835257976,110.322073609259
 Vario 125,2012.422517456533,17813.97642006082,Automatic,31240.062328653145,Bebek,251.1659448187432,56.13197780425499,6.686695896853621
 Supra GTR,2016.8459577355147,10449.57385507654,Kopling,12438.632570208094,Bebek,121.78826555408256,55.14780301206336,96.7545952520939
 Vario 125,2015.3829781367133,19339.698102871924,Kopling,60934.34036154448,Trail,338.16920365090795,101.61622342905751,40.69276809776159
 Revo,2013.993366939112,31587.58829463316,Automatic,59269.09697478069,Bebek,157.96689046429591,37.896562301959236,-13.76068264557034
 Vario 125,2010.5795717207309,28433.14820231209,Automatic,100322.37837061923,Trail,298.2591794600188,136.36114384425156,147.8761564754005
 Supra GTR,2018.280457565301,26802.402639949607,Kopling,18183.275023811337,Skuter,254.74307774436664,105.39762203482404,79.75917841175554
 BeAT ,2012.136252481492,24034.399704473297,Automatic,41839.43906825126,Bebek,99.69699099991168,65.79411754608219,85.85883521751738
 Vario 125,2013.599594273005,15902.694623081989,Manual,-13250.654883938065,Skuter,40.50109820111976,8.95853735256106,22.39816803352324
 Revo,2015.7831550072613,6093.511040827214,Automatic,107305.57080443075,Sport,161.81989247573324,68.38313359777068,26.860703049931026
 Revo,2012.207814448448,17318.00613208822,Automatic,68824.11400751166,Bebek,102.13670481801437,28.99157965661066,7.978604367977709
 CB150R,2011.525003768551,17005.0033684176,Automatic,44389.7998691734,Bebek,287.4908950791465,118.9827389930128,137.53156167799517
 Vario 125,2010.0753759369195,28548.870569646395,Kopling,14997.935225803834,Bebek,130.91956563840594,17.56857718673136,5.752735018650611
 BeAT,2016.6170375396484,21904.66718265834,Kopling,18139.43198999641,Trail,126.3297924764959,114.35436347225722,146.13546978292044
 Verza,2013.7055776140487,33612.573444366135,Automatic,74427.14936291204,Sport,32.425762570683986,44.41840033013342,34.024870805846646
 BeAT Street,2021.69013900142,29885.019480132512,Kopling,22350.58278702658,Sport,188.0145468052553,74.12511097347631,23.64227157464181
 PCX,2012.6727594370764,15022.498950275196,Automatic,63809.131377570666,Sport,51.427488713872535,45.72871675347008,74.13122595479844
 Revo,2012.840394892737,2993.6840574779108,Manual,130165.07749049673,Skuter,190.00491933647552,87.51690785755558,47.05307066879105
 CRF 150,2013.6591142967327,31575.145924394084,Kopling,48354.350663705816,Sport,201.80446895395195,94.7649660764566,80.70520968750286
 BeAT Street,2015.5182416209327,31339.80535479236,Automatic,27346.44843670811,Trail,87.81899051036461,49.98091595180843,38.744633417247535
 Supra X 125,2013.877993206169,6847.890714996296,Kopling,73323.13213719794,Trail,234.07643339084973,91.0509076870034,63.01681403038171
 Sonic 150,2016.3671739865435,32686.384154554893,Manual,18299.742470346428,Skuter,128.51805615845825,64.93374208187667,43.85866511969881
 Vario 125,2012.7090133096424,22558.181601306613,Manual,119112.46909659772,Skuter,25.967289979470777,101.17445978092958,113.60056895699002
 Supra GTR,2011.7823480032853,20568.4208294696,Automatic,108285.57615171268,Sport,284.53948734170325,117.98873181087923,98.58949551307936
 PCX,2010.8243655945523,33634.78410674689,Kopling,54631.36078513887,Sport,72.92152252902625,61.910724643617286,87.18255695401845
 CRF 150,2009.8462947020848,31207.712314494893,Manual,29541.88457950745,Trail,195.54521019194613,101.57514420155276,121.88207363104496
 BeAT Street,2013.7679309249768,24977.30717401857,Kopling,45678.73478055575,Trail,188.5783561992262,88.86030374062028,87.84828823113486
 Vario 125,2014.2671044033093,23376.79528834941,Automatic,50131.26751173202,Sport,185.44022290998976,97.41809336259392,84.21482297782175
 CB150R,2013.507252681277,24663.37015811087,Manual,73376.5171890684,Trail,183.95534390653924,92.06858449699399,71.35030695344653
 Sonic 150,2017.81826372694,15529.646218932765,Manual,95828.90845267888,Skuter,68.91701093733475,71.2878815102165,45.67345891281157
 PCX,2017.782909121736,18629.382935121004,Kopling,24777.404525661022,Trail,297.05970986681143,71.31917997390748,45.768441866522
 Verza,2014.189332590216,11016.395343784658,Manual,94845.93490533836,Sport,234.0480793902812,122.51040465014957,82.85072148493103
 CB150R,2010.8342383528468,16131.8595595491,Automatic,81388.70829304916,Skuter,192.80103779577087,103.98547995179321,120.3473635605305
 CRF 150,2013.6560971689264,15829.986627684755,Automatic,42871.79339411616,Trail,37.81935469457444,68.37517468412564,101.07585203850248
 Supra X 125,2013.579949626176,13415.734017599334,Manual,23059.44487587724,Skuter,68.21581397550732,48.71362885507736,100.82844331666166
 PCX,2013.4481628848985,20353.30763637016,Automatic,64227.583679602656,Sport,208.43606398843212,74.15881346001304,28.88375303509055
 CB150R,2013.354844224636,16213.262068393004,Manual,23987.684112310497,Trail,-19.67264762533728,29.87878037287583,99.02909652851808
 Sonic 150,2013.4566064297453,23637.544755899195,Manual,95283.0040599189,Sport,181.113088582595,98.29742556225214,59.325449077007136
 Verza,2014.0703648581937,4546.523072368438,Manual,21787.35322272456,Bebek,37.97359964206781,33.06666069385384,84.08293690352342
 CB150R,2013.4978157852272,18105.9247587258,Manual,78993.8162669171,Sport,77.67364716316455,82.89244186222882,100.285736895954
 Genio,2015.4381946185044,20306.62717081316,Kopling,57490.85594648747,Bebek,31.12548764996985,47.095798330709925,26.728519504627226
 Verza,2015.7878094610965,16333.23818220478,Manual,41063.61802782738,Skuter,173.17578433523082,69.29782502816904,83.29350914060909
 CRF 150,2012.865242047872,17575.416600121276,Automatic,56730.59149280493,Skuter,247.7726488248616,90.39510462696185,86.68921548545293
 Supra X 125,2017.8818640099569,4879.671392982558,Kopling,97209.8273892363,Bebek,181.9114408965752,117.68403255530508,119.51749674444793
 Sonic 150,2012.7056241987311,22327.782775372685,Automatic,19447.38136481555,Skuter,191.32465139934808,85.09760976915618,54.25858401463332
 BeAT,2011.239209590003,24943.83500645636,Manual,46144.620692356,Skuter,166.47710441917553,75.43902758132069,73.8796658095523
 Vario 125,2015.834738705333,23559.39063651394,Automatic,34523.00071740456,Sport,210.5993291824684,99.29433307868221,83.83437577639616
 Supra GTR,2013.0796309704835,28458.40619283984,Kopling,58928.187444365256,Bebek,192.1177664441838,83.19297424269337,54.26243920935861
 BeAT ,2015.6979552966577,20935.44151025521,Automatic,36818.07346378359,Trail,-80.6539205796769,45.460014810531206,53.47607251168575
 BeAT ,2009.4321858069743,23425.89522621395,Kopling,-258.92534625541884,Skuter,229.76709597034264,39.06951676302022,51.81415363964551
 Supra GTR,2018.160989426376,20527.13282200821,Manual,24140.0076530346,Skuter,220.7533974240268,88.68282652383284,71.01575521482202
 Supra GTR,2016.505048674708,25302.77404118919,Manual,116298.34455695684,Trail,121.02306335182796,122.76282878975873,151.74637431304313
 PCX,2011.50898438498,4951.705657680222,Automatic,68693.5055118071,Sport,-17.145893598085394,7.8174159076631184,72.55076568872745
 CRF 150,2011.5588800140924,11094.897760495724,Automatic,67517.39920902356,Sport,172.8644216835818,86.88004514870562,97.5094043592434
 Sonic 150,2018.8043840745272,33384.22515419735,Manual,50577.98538427528,Sport,180.08077717430015,107.49370030480866,77.87600827760295
 Verza,2013.263647776002,-2984.688457475532,Manual,58483.00725433972,Trail,114.32240057429728,42.50428005935447,63.27329703331043
 PCX,2013.0410546163569,17864.894997107524,Automatic,45540.4044900638,Sport,168.08353812324242,73.69894996988208,75.47362718010014
 CRF 150,2009.7486210162228,29658.453006156706,Manual,78282.7463896872,Skuter,243.9563635659441,150.80171147579313,109.64414808096969
 Vario 125,2014.1525991952744,18286.48839859956,Kopling,63699.73582410353,Sport,357.59164995382577,114.63136938200377,74.2132523123131
 Genio,2014.4355599518108,15485.133373948853,Kopling,20165.690621708425,Skuter,164.6722844874401,68.45707995553838,69.58564533666963
 BeAT ,2016.6043819803213,20287.487553177016,Automatic,68932.93824176503,Trail,180.70248216477265,84.25726802039995,66.4060942173696
 Sonic 150,2011.742139086694,15951.419244750976,Automatic,-23895.271085197288,Sport,81.46607771809737,14.740199449365413,33.735658627457106
 Supra GTR,2011.4634327389424,19401.72869651221,Manual,74413.19672146351,Sport,109.10141630743902,90.53633859872879,121.30259451234969
 CB150R,2015.996120995155,12983.73133700366,Manual,12017.629315850892,Skuter,140.41858164198248,47.290412083477875,57.270222220138265
 BeAT,2017.2740518839908,29086.94551827989,Kopling,56962.49959754017,Trail,253.03203665886963,160.3020587727408,139.7893820169338
 Sonic 150,2011.346472541917,31913.82132754233,Automatic,19366.266671034857,Sport,222.27968150413253,101.91912395286975,87.05280545367629
 Revo,2017.4460101467184,17925.88769708093,Automatic,60346.39187871005,Trail,317.4610085576331,144.70062372943113,137.05398882913414
 Supra X 125,2015.0455017843465,6665.676356035467,Automatic,80040.08701904175,Skuter,24.34014229129575,28.13735575323907,67.90592709514738
 CRF 150,2017.4696738393768,14417.321140414662,Automatic,111680.73221950293,Skuter,38.61150108202675,63.61637511849129,44.944466109294325
 BeAT Street,2014.7977135210613,17471.2165701653,Kopling,7500.191752325591,Sport,246.5487173063113,126.62865269423698,121.43769878581016
 Vario 125,2009.159455705904,23667.235545009946,Kopling,93633.1947259772,Trail,276.2739228018787,95.8689525926138,52.35793881356048
 Genio,2014.6097445324208,10066.622040592629,Automatic,64738.18752104883,Skuter,154.9196269021937,111.51679898865198,131.87169659674143
 Vario 125,2017.3968713823467,12212.910125102171,Kopling,44826.680022711946,Trail,-230.7044561224376,33.06771904667785,101.43540903501284
 Sonic 150,2012.9040997421148,23713.398409654663,Automatic,86254.19500192878,Bebek,88.34581148347928,110.7545113510756,139.5763600427211
 BeAT ,2014.0670920022155,27561.45052706998,Kopling,52175.76392044531,Bebek,180.83791472476395,63.711655277719416,34.46804952741309
 BeAT Street,2014.5541769860629,13538.942478333753,Manual,84805.68094955847,Sport,74.9837003046031,65.07390508126174,117.70361339857284
 Revo,2008.2920398461608,7144.376012601177,Kopling,26291.52126425453,Trail,167.94865445131887,41.40774691604105,44.53239288957431
 Verza,2018.802272470853,48635.24522269212,Automatic,38586.84012881486,Trail,314.8210624328195,85.31934348765847,-26.67610996340333
 CB150R,2012.886556110399,26163.2046686456,Manual,92542.41458901003,Skuter,274.3257531291407,137.1965890142875,115.09438619404024
 BeAT Street,2016.122065491816,16725.251953084873,Automatic,111084.34639895524,Trail,221.4168820907857,100.38803067896042,76.2399250856425
 CRF 150,2014.7598176502509,26933.538452776826,Manual,59050.884221641245,Trail,146.55544879177583,103.85564823981353,117.9578080836536
 Supra GTR,2017.850945675784,18006.164879118962,Manual,-35139.0710403441,Skuter,109.67778576991832,48.47838591009882,80.47773957749402
 Revo,2015.8928630216285,26916.69542147318,Kopling,53437.749306264224,Sport,217.0331636703752,104.2296551338846,77.44033443834292
 CB150R,2014.41899357401,20556.8083599792,Kopling,61359.486776007216,Skuter,154.25672634102148,101.0381643856074,141.00773849290624
 BeAT,2012.9046307343435,19944.677817957803,Manual,52283.61621373369,Bebek,157.19770618709092,91.76746607960425,81.60939869919186
 Genio,2016.7937549445548,18103.88429550668,Manual,71760.22305049487,Trail,19.112225651709224,50.59735952036229,56.04022969460952
 Supra GTR,2010.651389734168,6118.508292832257,Manual,43928.57866144449,Trail,90.83154031928618,26.2705424190085,72.71010360083221
 Sonic 150,2016.444337680488,36540.0271617371,Automatic,88958.28787912459,Sport,216.5282096409864,125.50728370865265,83.30362142366354
 BeAT Street,2012.4320361153948,10663.99777994231,Kopling,20321.573356656387,Bebek,57.69825568179688,-15.513359832768671,-45.977123302452725
 BeAT ,2017.8386774771384,6903.495536803466,Automatic,102578.2060832758,Trail,174.85592339753663,107.3607709827901,97.6629230265926
 CB150R,2015.33007007441,17211.7829235206,Kopling,113297.81925494908,Skuter,187.43908337425296,146.63503745460548,135.03096090730355
 Supra X 125,2016.4402754422988,10484.838053578138,Automatic,29002.30878769361,Trail,192.4436850526451,70.59628972541552,74.4061059557887
 PCX,2015.1477030921965,18659.833055533112,Kopling,28983.82547708513,Sport,200.104886617935,70.94566162452425,58.39748265393446
 Supra X 125,2010.9297646115508,25304.68919477892,Manual,74304.91967155061,Skuter,205.887606956454,90.91150271086454,93.21313297073807
 Verza,2012.9800186552595,28068.20145386803,Manual,19619.76160749641,Trail,98.6093951544293,104.74484119093437,151.59394689963693
 Supra X 125,2016.5052692550328,26445.59961885219,Kopling,43391.52211745453,Sport,26.274944632966964,75.0615911138285,96.71945039357357
 BeAT,2015.3423862851769,16378.142340104669,Manual,97981.33900750685,Bebek,77.20188441791332,80.67374658596128,85.74667360853441
 Verza,2017.674744709887,19570.1452665107,Manual,85492.74647074002,Skuter,214.6476106049352,81.9661766230701,59.69698575121498
 Revo,2015.8864671077413,22789.675037943445,Automatic,128017.64715130492,Skuter,49.14529544771305,87.69797367872943,30.4623459906788
